"background","knock_in","background_fun.mean","background_fun.sd","delta_fun.mean","delta_fun.sd"
"Sc5,Td,Wa,Zb","Mp",0.947333333333333,0.00759939690589549,-0.105666666666667,0.0105589219778032
"Sc8,Td,Wa,Zb","Mp",0.942516666666667,0.018657594521624,-0.0635166666666667,0.0148517956265676
"Ap,Hop,Sp,Td,Wa","Mp",0.732283333333333,0.0258337150509433,-0.14625,0.0341395298737402
"Ap,Hop,Sc5,Sp,Td,Wa","Mp",0.8701,0.0284232299360927,-0.0411666666666667,0.0413099967723713
"Ap,Hop,Sc8,Sp,Td,Wa","Mp",0.900983333333333,0.0147589238541749,-0.05025,0.0329308366125126
"Ap","Mp",0.344983333333333,0.0258364245462358,-0.12655,0.0782725526605591
"Hop","Mp",0.414283333333333,0.167803280162616,-0.152816666666667,0.112248945800543
"Ku","Mp",0.521916666666667,0.118528945128746,-0.3749,0.0813895417114509
"Lt","Mp",0.95405,0.000867467578644874,-0.324316666666667,0.0389431102164853
"","Mp",0,0,0.343833333333333,0.125660428669225
"Pk","Mp",0.27805,0.0306466556087284,0.0536666666666667,0.100451995168505
"Td","Mp",0.839533333333333,0.0222884686179499,-0.287416666666667,0.0495944889411449
"Sp","Mp",0.952666666666667,0.000453688586293823,-0.525216666666667,0.036328925573616
"Wa","Mp",0.292616666666667,0.00775650264831602,-0.158516666666667,0.0410226868127057
"Zb","Mp",0.448016666666667,0.0398236843264575,-0.1553,0.043976812071818
"Sc5","Mp",0.941972222222222,0.0120023989309387,-0.110722222222222,0.0221470626499084
"Sc8","Mp",0.947708823529412,0.00817225928365637,-0.0575588235294118,0.0036099859099305
"Ap,Mp,Sp,Zb","Pk",0.535833333333333,0.0526564415179505,-0.0726388888888889,0.0153536218431908
"Ap,Mp,Sc5,Sp,Zb","Pk",0.92475,0.0290017671875353,-0.0505444444444445,0.00758811814859498
"Ap,Mp,Sc8,Sp,Zb","Pk",0.937666666666667,0.0172016229854433,-0.0993166666666667,0.0129986324066974
"Ap,Lt,Sp,Wa","Pk",0.958516666666667,0.0046022639356444,-0.0496833333333334,0.0289823365747713
"Ap,Lt,Sc5,Sp,Wa","Pk",0.94985,0.0178485993848257,0.000516666666666721,0.00175807660053062
"Ap,Lt,Sc8,Sp,Wa","Pk",0.958116666666667,0.0046627066531504,-0.0213333333333334,0.000943839675651237
"Hop,Lt,Td,Zb","Pk",0.923616666666667,0.0226872394383568,-0.0953166666666666,0.00898475560788014
"Hop,Lt,Sc5,Td,Zb","Pk",0.936483333333333,0.0262712929513059,0.00103333333333333,0.000812916559883833
"Hop,Lt,Sc8,Td,Zb","Pk",0.92845,0.00697262504369771,-0.0740666666666668,0.00235283516918067
"Ap,Hop,Ku,Lt","Pk",0.762516666666667,0.0435666252231376,-0.000700000000000071,0.0203004926048606
"Ap,Hop,Ku,Lt,Sc5","Pk",0.913516666666667,0.028026341775789,-0.0342833333333333,0.0155984240656975
"Ap,Hop,Ku,Lt,Sc8","Pk",0.902733333333333,0.0119754262276269,-0.0434666666666667,0.0242314533887948
"Ku,Lt,Sp","Pk",0.920533333333333,0.0225671405661713,0.0165166666666667,0.0188902311614584
"Ku,Lt,Sc5,Sp","Pk",0.915733333333333,0.0377828113476662,-0.01895,0.00342527371169073
"Ku,Lt,Sc8,Sp","Pk",0.943316666666667,0.0143001165496417,-0.00721666666666665,0.00776857987880248
"Ap,Sp,Td,Wa","Pk",0.698416666666667,0.025194460369957,-0.0844833333333333,0.0137719219186478
"Ap,Sc5,Sp,Td,Wa","Pk",0.9604,0.00144222051018562,-0.0925666666666667,0.0228180484120209
"Ap,Sc8,Sp,Td,Wa","Pk",0.960416666666667,0.00144597141511623,-0.101833333333333,0.022482233726508
"Ap,Hop,Mp,Zb","Pk",0.344816666666667,0.00926800050352467,-0.0132166666666667,0.0108367815025188
"Ap,Hop,Mp,Sc5,Zb","Pk",0.845783333333333,0.0163571340195443,-0.124533333333333,0.0142033740123019
"Ap,Hop,Mp,Sc8,Zb","Pk",0.899416666666667,0.00498556248916139,-0.147966666666667,0.0237599628226421
"Ku,Td,Wa,Zb","Pk",0.69045,0.0285859668368939,-0.1341,0.0211410146397944
"Ku,Sc5,Td,Wa,Zb","Pk",0.885616666666667,0.00637854476611497,-0.0883666666666666,0.013640961598558
"Ku,Sc8,Td,Wa,Zb","Pk",0.9127,0.0210560561359434,-0.116933333333333,0.00505131995950893
"Td,Wa,Zb","Pk",0.68805,0.0237419460028027,-0.0867000000000001,0.0320036326063151
"Sc5,Td,Wa,Zb","Pk",0.947333333333333,0.00759939690589549,-0.0848333333333333,0.0382421996403625
"Sc8,Td,Wa,Zb","Pk",0.942516666666667,0.018657594521624,-0.103983333333333,0.00950596304081457
"Ap,Hop,Mp,Td,Wa","Pk",0.435566666666667,0.0293014646960409,0.0244,0.0286158609865229
"Ap,Hop,Mp,Sc5,Td,Wa","Pk",0.808666666666667,0.0193394889625691,-0.119533333333333,0.0106142985323258
"Ap,Hop,Mp,Sc8,Td,Wa","Pk",0.85495,0.0409337269253607,-0.1215,0.0133004699165105
"Ap","Pk",0.344983333333333,0.0258364245462358,-0.0433166666666667,0.158517517433668
"Hop","Pk",0.414283333333333,0.167803280162616,0.0471833333333333,0.156748415728304
"Ku","Pk",0.521916666666667,0.118528945128746,-0.36385,0.0937854066473031
"Lt","Pk",0.95405,0.000867467578644874,-0.221016666666667,0.0447437798284112
"Mp","Pk",0.343833333333333,0.125660428669225,-0.0121166666666666,0.167054589381236
"","Pk",0,0,0.27805,0.0306466556087284
"Sp","Pk",0.952666666666667,0.000453688586293823,-0.44005,0.082520012724187
"Td","Pk",0.839533333333333,0.0222884686179499,-0.4355,0.122073922276627
"Wa","Pk",0.292616666666667,0.00775650264831602,-0.148616666666667,0.0243597174313113
"Zb","Pk",0.448016666666667,0.0398236843264575,-0.180966666666667,0.0614502712226182
"Sc5","Pk",0.941972222222222,0.0120023989309387,-0.357305555555555,0.105261621150764
"Sc8","Pk",0.947708823529412,0.00817225928365637,-0.352092156862745,0.0415192412072614
"","Sc5",0,0,0.941972222222222,0.0120023989309387
"Ap,Hop,Pk,Sp,Zb","Sc5",0.827166666666667,0.113596405459563,0.1303,0.109334566812148
"Ap,Lt,Pk,Sp,Zb","Sc5",0.75195,0.0610500614250306,0.204933333333333,0.0607455416745406
"Ap,Mp,Pk,Sp,Zb","Sc5",0.463194444444444,0.0487372385956153,0.411011111111111,0.0716855756708367
"Ap,Pk,Sp,Zb","Sc5",0.40655,0.083902219875281,0.55125,0.0878444505930796
"Ap,Pk,Sp,Td,Zb","Sc5",0.602483333333333,0.0269707866650814,0.3542,0.0294194238556774
"Ap,Pk,Sp,Wa,Zb","Sc5",0.4767,0.0508376828740256,0.481133333333333,0.0515970525643988
"Ap,Hop,Lt,Sp,Wa","Sc5",0.845716666666667,0.0329914509128249,0.112566666666667,0.0291414796009629
"Ap,Ku,Lt,Sp,Wa","Sc5",0.933483333333333,0.0171209180049825,0.02055,0.0131615918490129
"Ap,Lt,Mp,Sp,Wa","Sc5",0.863783333333333,0.00695023980401632,0.0879833333333333,0.0179084011942253
"Ap,Lt,Pk,Sp,Wa","Sc5",0.908833333333333,0.0256137820974047,0.0415333333333334,0.0416679233143833
"Ap,Lt,Sp,Wa","Sc5",0.958516666666667,0.0046022639356444,-0.00866666666666671,0.0146813941209047
"Ap,Lt,Sp,Td,Wa","Sc5",0.926358333333333,0.00552054873480285,0.0293666666666667,0.0134892858718812
"Ap,Lt,Sp,Wa,Zb","Sc5",0.958383333333333,0.00405657901849994,-0.00018333333333335,0.000702376916856999
"Ap,Hop,Lt,Td,Zb","Sc5",0.840583333333333,0.00936620698753414,0.10185,0.0246867879644153
"Hop,Ku,Lt,Td,Zb","Sc5",0.8567,0.00693271231193103,0.0872,0.0171596182941229
"Hop,Lt,Mp,Td,Zb","Sc5",0.70895,0.00958592718520225,0.209883333333333,0.0402236352575613
"Hop,Lt,Pk,Td,Zb","Sc5",0.8283,0.0314042990687581,0.109216666666667,0.0568099756498217
"Hop,Lt,Td,Zb","Sc5",0.923616666666667,0.0226872394383568,0.0128666666666667,0.0487857646586925
"Hop,Lt,Sp,Td,Zb","Sc5",0.931866666666667,0.0219932565422525,0.0151,0.0103286010669403
"Hop,Lt,Td,Wa,Zb","Sc5",0.7792,0.0278674989907598,0.1635,0.0152007401135602
"Ap,Hop,Mp,Sp,Zb","Sc5",0.554066666666667,0.0296197182352117,0.321133333333333,0.0363966029779336
"Ap,Ku,Mp,Sp,Zb","Sc5",0.555416666666667,0.0420035811965282,0.355883333333333,0.044244613608137
"Ap,Lt,Mp,Sp,Zb","Sc5",0.722216666666667,0.030207504586333,0.213366666666667,0.0338548494802936
"Ap,Mp,Sp,Zb","Sc5",0.535833333333333,0.0526564415179505,0.388916666666667,0.0815329125772735
"Ap,Mp,Sp,Td,Zb","Sc5",0.63875,0.0208024637963872,0.283,0.0478949892995081
"Ap,Mp,Sp,Wa,Zb","Sc5",0.6431,0.0462260478518335,0.290033333333333,0.0555122584059894
"Ap,Hop,Ku,Lt,Mp","Sc5",0.572,0.0124899959967969,0.221366666666667,0.050675569393282
"Ap,Hop,Ku,Lt,Pk","Sc5",0.761816666666667,0.0298490507945116,0.117416666666667,0.0534338921784042
"Ap,Hop,Ku,Lt","Sc5",0.762516666666667,0.0435666252231376,0.151,0.0702654253527295
"Ap,Hop,Ku,Lt,Sp","Sc5",0.787866666666667,0.01293293599046,0.121416666666667,0.0359681224604974
"Ap,Hop,Ku,Lt,Td","Sc5",0.809866666666667,0.0199388022040777,0.0916833333333334,0.0417978867089394
"Ap,Hop,Ku,Lt,Wa","Sc5",0.706366666666667,0.0215325528754334,0.1006,0.006155485358605
"Ap,Hop,Ku,Lt,Zb","Sc5",0.8897,0.0097176386020473,0.0319833333333333,0.0241096626549053
"Ap,Hop,Mp,Pk,Sp","Sc5",0.469466666666667,0.0410714722567055,0.292416666666667,0.0691221804729375
"Ap,Ku,Mp,Pk,Sp","Sc5",0.439383333333333,0.0219596410110305,0.3122,0.0738152423283971
"Ap,Lt,Mp,Pk,Sp","Sc5",0.680416666666667,0.0264250039419738,0.1477,0.0187288547434166
"Ap,Mp,Pk,Sp","Sc5",0.413333333333333,0.0447209775534182,0.4273,0.0587731018408931
"Ap,Mp,Pk,Sp,Td","Sc5",0.5743,0.0269011152185184,0.2264,0.0550688886759121
"Ap,Mp,Pk,Sp,Wa","Sc5",0.45625,0.0109484017098388,0.3123,0.0725947828703964
"Ap,Hop,Pk,Sp,Wa,Zb","Sc5",0.71875,0.0343738272527223,0.0233833333333333,0.0409635915580327
"Hop,Ku,Pk,Sp,Wa,Zb","Sc5",0.724533333333333,0.0262026875211939,0.03935,0.0590693660030306
"Hop,Lt,Pk,Sp,Wa,Zb","Sc5",0.73075,0.0186749163318072,0.145283333333333,0.064694132912756
"Hop,Mp,Pk,Sp,Wa,Zb","Sc5",0.589416666666667,0.046919327929259,0.1565,0.0736246561961412
"Hop,Pk,Sp,Wa,Zb","Sc5",0.71805,0.0275363396260287,0.1007,0.0560375543720458
"Hop,Pk,Sp,Td,Wa,Zb","Sc5",0.752833333333333,0.0213582731823837,0.0403333333333333,0.0437700335084785
"Ap,Ku,Lt,Sp","Sc5",0.871433333333333,0.0419163552009634,-0.0395499999999999,0.043363780969837
"Hop,Ku,Lt,Sp","Sc5",0.783016666666667,0.0182376213726827,0.126166666666667,0.0350297135776663
"Ku,Lt,Mp,Sp","Sc5",0.811116666666667,0.0462421975400536,0.0792666666666666,0.0786126633140828
"Ku,Lt,Pk,Sp","Sc5",0.93705,0.00475315684571841,-0.0402666666666666,0.0329886849288258
"Ku,Lt,Sp","Sc5",0.920533333333333,0.0225671405661713,-0.00479999999999999,0.0482655933352113
"Ku,Lt,Sp,Td","Sc5",0.945383333333333,0.0100140318220651,-0.0575333333333334,0.045910492627866
"Ku,Lt,Sp,Wa","Sc5",0.941716666666667,0.0123179070191869,-0.0295333333333334,0.0465609636211851
"Ku,Lt,Sp,Zb","Sc5",0.92145,0.00805186313842952,-0.00993333333333331,0.029614410906404
"Ap,Hop,Sp,Td,Wa","Sc5",0.732283333333333,0.0258337150509433,0.137816666666667,0.00388469217999735
"Ap,Ku,Sp,Td,Wa","Sc5",0.714666666666667,0.0144282131025756,0.191366666666667,0.0182040059693831
"Ap,Mp,Sp,Td,Wa","Sc5",0.60855,0.0305298624300864,0.262383333333333,0.0413311121715026
"Ap,Pk,Sp,Td,Wa","Sc5",0.613933333333333,0.0216509430125649,0.2539,0.0358372711014664
"Ap,Sp,Td,Wa","Sc5",0.698416666666667,0.025194460369957,0.261983333333333,0.0261897085385335
"Ap,Sp,Td,Wa,Zb","Sc5",0.752466666666667,0.0076341884528307,0.207116666666667,0.00874533208822481
"Ap,Hop,Ku,Mp,Zb","Sc5",0.436483333333333,0.0299956802445508,0.310966666666667,0.0416636632250855
"Ap,Hop,Lt,Mp,Zb","Sc5",0.6494,0.0181670030549896,0.158866666666667,0.0248765619275119
"Ap,Hop,Mp,Pk,Zb","Sc5",0.3316,0.00424293530471533,0.38965,0.00649249566807712
"Ap,Hop,Mp,Zb","Sc5",0.344816666666667,0.00926800050352467,0.500966666666667,0.0251998181210367
"Ap,Hop,Mp,Td,Zb","Sc5",0.536516666666667,0.00508363387089717,0.243133333333333,0.0383417961672811
"Ap,Hop,Mp,Wa,Zb","Sc5",0.344033333333333,0.0427156392125101,0.397383333333333,0.0673787862263289
"Ap,Ku,Lt,Mp,Pk,Td","Sc5",0.704483333333333,0.0167398725602477,0.0587333333333334,0.0131985163307598
"Hop,Ku,Lt,Mp,Pk,Td","Sc5",0.604716666666667,0.00883237416176048,0.140416666666667,0.00539915116785344
"Ku,Lt,Mp,Pk,Td","Sc5",0.765916666666667,0.00172143351115669,0.0989166666666667,0.0410056195335875
"Ku,Lt,Mp,Pk,Sp,Td","Sc5",0.753766666666667,0.0224252276093986,0.0649166666666667,0.0131915061055717
"Ku,Lt,Mp,Pk,Td,Wa","Sc5",0.6768,0.0231294184967975,0.101583333333333,0.0172608178639754
"Ku,Lt,Mp,Pk,Td,Zb","Sc5",0.7321,0.00790932993369226,0.1022,0.00383014360044115
"Ap,Ku,Lt,Pk,Wa,Zb","Sc5",0.805233333333333,0.0260852608446481,0.0574833333333334,0.00983378530034759
"Hop,Ku,Lt,Pk,Wa,Zb","Sc5",0.665383333333333,0.00817684739574691,0.109133333333333,0.00601172465548225
"Ku,Lt,Mp,Pk,Wa,Zb","Sc5",0.716216666666667,0.0218387461483789,0.10395,0.0122066580192942
"Ku,Lt,Pk,Wa,Zb","Sc5",0.8834,0.00805543294925851,0.0519833333333333,0.01970699960251
"Ku,Lt,Pk,Sp,Wa,Zb","Sc5",0.86905,0.0113248620300645,0.0441999999999999,0.00688531045051701
"Ku,Lt,Pk,Td,Wa,Zb","Sc5",0.837216666666667,0.0199251934327708,-0.0060666666666667,0.0247148909229504
"Ap,Ku,Pk,Td,Zb","Sc5",0.624533333333333,0.0324157497728085,0.187083333333333,0.0207309752142376
"Hop,Ku,Pk,Td,Zb","Sc5",0.663883333333333,0.00473189532146831,0.18995,0.0105470374987481
"Ku,Lt,Pk,Td,Zb","Sc5",0.748883333333333,0.0163594264365636,0.15975,0.0129235250609112
"Ku,Mp,Pk,Td,Zb","Sc5",0.536233333333333,0.041727009638043,0.18285,0.0151856017332209
"Ku,Pk,Td,Zb","Sc5",0.647433333333333,0.00872386573333943,0.2459,0.0245351278782075
"Ku,Pk,Sp,Td,Zb","Sc5",0.67895,0.0246539550579617,0.181433333333333,0.0213516587958251
"Ku,Pk,Td,Wa,Zb","Sc5",0.55635,0.044342784080389,0.2409,0.0405947348802772
"Ap,Td,Wa,Zb","Sc5",0.6956,0.0191799374347259,0.214766666666667,0.0122280756185646
"Hop,Td,Wa,Zb","Sc5",0.5756,0.00316109158361474,0.202333333333333,0.0170411511739475
"Ku,Td,Wa,Zb","Sc5",0.69045,0.0285859668368939,0.195166666666667,0.0248985106649642
"Lt,Td,Wa,Zb","Sc5",0.930033333333333,0.00625106657565996,0.0238833333333334,0.00846054568768071
"Mp,Td,Wa,Zb","Sc5",0.60925,0.0244130600294187,0.232416666666667,0.0159786054877555
"Pk,Td,Wa,Zb","Sc5",0.60135,0.0154910458007198,0.26115,0.0276125424399855
"Td,Wa,Zb","Sc5",0.68805,0.0237419460028027,0.259283333333333,0.0263003960679935
"Sp,Td,Wa,Zb","Sc5",0.782933333333333,0.00936780835272221,0.16785,0.0152853688211962
"Ap,Lt,Mp,Pk,Wa","Sc5",0.686766666666667,0.00983950371377203,0.12765,0.00620000000000004
"Hop,Lt,Mp,Pk,Wa","Sc5",0.572333333333333,0.0113769870059402,0.209866666666667,0.0188604303591761
"Ku,Lt,Mp,Pk,Wa","Sc5",0.682533333333333,0.00946048800714497,0.117,0.00948380198021867
"Lt,Mp,Pk,Wa","Sc5",0.721516666666667,0.0116084380229784,0.1747,0.0344588159982318
"Lt,Mp,Pk,Sp,Wa","Sc5",0.774966666666667,0.00523505810219267,0.11665,0.0145835523793073
"Lt,Mp,Pk,Td,Wa","Sc5",0.715516666666667,0.015860748195887,0.0923666666666667,0.049244094400581
"Lt,Mp,Pk,Wa,Zb","Sc5",0.682233333333333,0.00917828052160829,0.194016666666667,0.00534095809132903
"Ap,Hop,Ku,Mp,Td,Wa","Sc5",0.316366666666667,0.0554276405174651,0.407966666666667,0.0593652325299356
"Ap,Hop,Lt,Mp,Td,Wa","Sc5",0.519266666666667,0.0394946937364165,0.24425,0.0257576687609729
"Ap,Hop,Mp,Pk,Td,Wa","Sc5",0.459966666666667,0.0230838868766361,0.229166666666667,0.0242448104412745
"Ap,Hop,Mp,Td,Wa","Sc5",0.435566666666667,0.0293014646960409,0.3731,0.0485960646554842
"Ap,Hop,Mp,Sp,Td,Wa","Sc5",0.586033333333333,0.0111497010423299,0.2429,0.0150270589271487
"Ap,Hop,Mp,Td,Wa,Zb","Sc5",0.47175,0.0446372322170629,0.306783333333333,0.0304210590435857
"Sc8","Sc5",0.947708823529412,0.00817225928365637,0.00665784313725485,0.00767437729704161
"Ap","Sc5",0.344983333333333,0.0258364245462358,0.60945,0.0258980694261175
"Hop","Sc5",0.414283333333333,0.167803280162616,0.4553,0.16502823243312
"Ku","Sc5",0.521916666666667,0.118528945128746,0.431866666666667,0.117907509656227
"Lt","Sc5",0.95405,0.000867467578644874,-0.00560000000000009,0.0102093094771389
"Mp","Sc5",0.343833333333333,0.125660428669225,0.487416666666667,0.147918510786626
"Pk","Sc5",0.27805,0.0306466556087284,0.306616666666667,0.0998038117174556
"Sp","Sc5",0.952666666666667,0.000453688586293823,0.00159999999999993,0.000624499799839771
"Td","Sc5",0.839533333333333,0.0222884686179499,0.111366666666667,0.0205354774313464
"Wa","Sc5",0.292616666666667,0.00775650264831602,0.6439,0.00311327801521151
"Zb","Sc5",0.448016666666667,0.0398236843264575,0.506366666666667,0.0397334976227028
"","Sc8",0,0,0.947708823529412,0.00817225928365637
"Ap,Hop,Pk,Sp,Zb","Sc8",0.827166666666667,0.113596405459563,0.130116666666667,0.110557974987485
"Ap,Lt,Pk,Sp,Zb","Sc8",0.75195,0.0610500614250306,0.2042,0.0587411908289234
"Ap,Mp,Pk,Sp,Zb","Sc8",0.463194444444444,0.0487372385956153,0.375155555555556,0.0455688744080301
"Ap,Pk,Sp,Zb","Sc8",0.40655,0.083902219875281,0.548316666666667,0.0836491532134865
"Ap,Pk,Sp,Td,Zb","Sc8",0.602483333333333,0.0269707866650814,0.27075,0.0246704783091045
"Ap,Pk,Sp,Wa,Zb","Sc8",0.4767,0.0508376828740256,0.4746,0.0470212983657406
"Ap,Hop,Lt,Sp,Wa","Sc8",0.845716666666667,0.0329914509128249,0.112166666666667,0.0292694949278824
"Ap,Ku,Lt,Sp,Wa","Sc8",0.933483333333333,0.0171209180049825,0.01625,0.014616172549611
"Ap,Lt,Mp,Sp,Wa","Sc8",0.863783333333333,0.00695023980401632,0.0705166666666666,0.0116198465279595
"Ap,Lt,Pk,Sp,Wa","Sc8",0.908833333333333,0.0256137820974047,0.02795,0.0292281114682423
"Ap,Lt,Sp,Wa","Sc8",0.958516666666667,0.0046022639356444,-0.000400000000000067,0.000884590300647719
"Ap,Lt,Sp,Td,Wa","Sc8",0.926358333333333,0.00552054873480285,0.0122083333333333,0.00313092771129157
"Ap,Lt,Sp,Wa,Zb","Sc8",0.958383333333333,0.00405657901849994,0.000183333333333313,0.0015607156478147
"Ap,Hop,Lt,Td,Zb","Sc8",0.840583333333333,0.00936620698753414,0.0359,0.0135468631055311
"Hop,Ku,Lt,Td,Zb","Sc8",0.8567,0.00693271231193103,0.0555166666666666,0.00651427918754896
"Hop,Lt,Mp,Td,Zb","Sc8",0.70895,0.00958592718520225,0.0929833333333335,0.0356479429046521
"Hop,Lt,Pk,Td,Zb","Sc8",0.8283,0.0314042990687581,0.0260833333333333,0.0269030357642652
"Hop,Lt,Td,Zb","Sc8",0.923616666666667,0.0226872394383568,0.00483333333333343,0.0184185594804081
"Hop,Lt,Sp,Td,Zb","Sc8",0.931866666666667,0.0219932565422525,0.01485,0.0187031414473612
"Hop,Lt,Td,Wa,Zb","Sc8",0.7792,0.0278674989907598,0.1202,0.0286949037287112
"Ap,Hop,Mp,Sp,Zb","Sc8",0.554066666666667,0.0296197182352117,0.3691,0.0170354593422073
"Ap,Ku,Mp,Sp,Zb","Sc8",0.555416666666667,0.0420035811965282,0.3297,0.0297772983999556
"Ap,Lt,Mp,Sp,Zb","Sc8",0.722216666666667,0.030207504586333,0.228916666666667,0.0275304528356024
"Ap,Mp,Sp,Zb","Sc8",0.535833333333333,0.0526564415179505,0.401833333333333,0.04002500260254
"Ap,Mp,Sp,Td,Zb","Sc8",0.63875,0.0208024637963872,0.239416666666667,0.00261454266236625
"Ap,Mp,Sp,Wa,Zb","Sc8",0.6431,0.0462260478518335,0.302016666666667,0.036382149927311
"Ap,Hop,Ku,Lt,Mp","Sc8",0.572,0.0124899959967969,0.208433333333333,0.00412563126482879
"Ap,Hop,Ku,Lt,Pk","Sc8",0.761816666666667,0.0298490507945116,0.09745,0.0345381311017258
"Ap,Hop,Ku,Lt","Sc8",0.762516666666667,0.0435666252231376,0.140216666666667,0.0318675514172854
"Ap,Hop,Ku,Lt,Sp","Sc8",0.787866666666667,0.01293293599046,0.119483333333333,0.00726108348205228
"Ap,Hop,Ku,Lt,Td","Sc8",0.809866666666667,0.0199388022040777,0.0598666666666666,0.0201117088615894
"Ap,Hop,Ku,Lt,Wa","Sc8",0.706366666666667,0.0215325528754334,0.1607,0.0271165539846051
"Ap,Hop,Ku,Lt,Zb","Sc8",0.8897,0.0097176386020473,0.0544166666666666,0.0197750684786003
"Ap,Hop,Mp,Pk,Sp","Sc8",0.469466666666667,0.0410714722567055,0.378733333333333,0.0348080570174971
"Ap,Ku,Mp,Pk,Sp","Sc8",0.439383333333333,0.0219596410110305,0.358966666666667,0.0285239519234859
"Ap,Lt,Mp,Pk,Sp","Sc8",0.680416666666667,0.0264250039419738,0.258233333333333,0.0172505313927813
"Ap,Mp,Pk,Sp","Sc8",0.413333333333333,0.0447209775534182,0.434583333333333,0.0438808139547722
"Ap,Mp,Pk,Sp,Td","Sc8",0.5743,0.0269011152185184,0.224366666666667,0.038293809334321
"Ap,Mp,Pk,Sp,Wa","Sc8",0.45625,0.0109484017098388,0.393716666666667,0.0128765613939954
"Ap,Hop,Pk,Sp,Wa,Zb","Sc8",0.71875,0.0343738272527223,0.0757166666666667,0.0307680976554178
"Hop,Ku,Pk,Sp,Wa,Zb","Sc8",0.724533333333333,0.0262026875211939,0.105533333333333,0.0260164050808971
"Hop,Lt,Pk,Sp,Wa,Zb","Sc8",0.73075,0.0186749163318072,0.2057,0.00711565176213675
"Hop,Mp,Pk,Sp,Wa,Zb","Sc8",0.589416666666667,0.046919327929259,0.22905,0.0514047906327805
"Hop,Pk,Sp,Wa,Zb","Sc8",0.71805,0.0275363396260287,0.129883333333333,0.0343495754461876
"Hop,Pk,Sp,Td,Wa,Zb","Sc8",0.752833333333333,0.0213582731823837,0.0687166666666666,0.0325238502230799
"Ap,Ku,Lt,Sp","Sc8",0.871433333333333,0.0419163552009634,0.0649666666666667,0.0305436709210489
"Hop,Ku,Lt,Sp","Sc8",0.783016666666667,0.0182376213726827,0.153616666666667,0.0301567709367786
"Ku,Lt,Mp,Sp","Sc8",0.811116666666667,0.0462421975400536,0.129433333333333,0.0313097562004774
"Ku,Lt,Pk,Sp","Sc8",0.93705,0.00475315684571841,-0.000949999999999969,0.00874013729869262
"Ku,Lt,Sp","Sc8",0.920533333333333,0.0225671405661713,0.0227833333333333,0.0222287164121848
"Ku,Lt,Sp,Td","Sc8",0.945383333333333,0.0100140318220651,-0.00874999999999992,0.00373229152130438
"Ku,Lt,Sp,Wa","Sc8",0.941716666666667,0.0123179070191869,-0.00410000000000018,0.00656429737291051
"Ku,Lt,Sp,Zb","Sc8",0.92145,0.00805186313842952,0.01555,0.0188945097845909
"Ap,Hop,Sp,Td,Wa","Sc8",0.732283333333333,0.0258337150509433,0.1687,0.0112467773161915
"Ap,Ku,Sp,Td,Wa","Sc8",0.714666666666667,0.0144282131025756,0.208916666666667,0.00622099938380749
"Ap,Mp,Sp,Td,Wa","Sc8",0.60855,0.0305298624300864,0.283,0.0153861138693304
"Ap,Pk,Sp,Td,Wa","Sc8",0.613933333333333,0.0216509430125649,0.24465,0.00768635154023016
"Ap,Sp,Td,Wa","Sc8",0.698416666666667,0.025194460369957,0.262,0.0261159434062796
"Ap,Sp,Td,Wa,Zb","Sc8",0.752466666666667,0.0076341884528307,0.2077,0.00846861854141514
"Ap,Hop,Ku,Mp,Zb","Sc8",0.436483333333333,0.0299956802445508,0.397833333333333,0.0308824113911678
"Ap,Hop,Lt,Mp,Zb","Sc8",0.6494,0.0181670030549896,0.211166666666667,0.0345446209030194
"Ap,Hop,Mp,Pk,Zb","Sc8",0.3316,0.00424293530471533,0.41985,0.0278155082642758
