"background","knock_in","background_fun.mean","background_fun.sd","delta_fun.mean","delta_fun.sd"
"Ap,Hop,Mp,Zb","Sc8",0.344816666666667,0.00926800050352467,0.5546,0.00496210640756525
"Ap,Hop,Mp,Td,Zb","Sc8",0.536516666666667,0.00508363387089717,0.308583333333333,0.00818173779421793
"Ap,Hop,Mp,Wa,Zb","Sc8",0.344033333333333,0.0427156392125101,0.4791,0.0408259415078207
"Ap,Ku,Lt,Mp,Pk,Td","Sc8",0.704483333333333,0.0167398725602477,0.0915166666666667,0.0407771177663814
"Hop,Ku,Lt,Mp,Pk,Td","Sc8",0.604716666666667,0.00883237416176048,0.190683333333333,0.0105761918162131
"Ku,Lt,Mp,Pk,Td","Sc8",0.765916666666667,0.00172143351115669,0.0769,0.0151737437700787
"Ku,Lt,Mp,Pk,Sp,Td","Sc8",0.753766666666667,0.0224252276093986,0.07985,0.0189428746498519
"Ku,Lt,Mp,Pk,Td,Wa","Sc8",0.6768,0.0231294184967975,0.123183333333333,0.0133624785625022
"Ku,Lt,Mp,Pk,Td,Zb","Sc8",0.7321,0.00790932993369226,0.129033333333333,0.0123172981344665
"Ap,Ku,Lt,Pk,Wa,Zb","Sc8",0.805233333333333,0.0260852608446481,0.0573666666666667,0.0454819286457087
"Hop,Ku,Lt,Pk,Wa,Zb","Sc8",0.665383333333333,0.00817684739574691,0.18175,0.0109740603242374
"Ku,Lt,Mp,Pk,Wa,Zb","Sc8",0.716216666666667,0.0218387461483789,0.107183333333333,0.0490072018517007
"Ku,Lt,Pk,Wa,Zb","Sc8",0.8834,0.00805543294925851,0.0393333333333334,0.0299675797042961
"Ku,Lt,Pk,Sp,Wa,Zb","Sc8",0.86905,0.0113248620300645,0.0377166666666666,0.0268668165835353
"Ku,Lt,Pk,Td,Wa,Zb","Sc8",0.837216666666667,0.0199251934327708,0.0074666666666667,0.0499573401346922
"Ap,Ku,Pk,Td,Zb","Sc8",0.624533333333333,0.0324157497728085,0.195433333333333,0.0630322602588019
"Hop,Ku,Pk,Td,Zb","Sc8",0.663883333333333,0.00473189532146831,0.21605,0.0097381979852537
"Ku,Lt,Pk,Td,Zb","Sc8",0.748883333333333,0.0163594264365636,0.170783333333333,0.0260184710029882
"Ku,Mp,Pk,Td,Zb","Sc8",0.536233333333333,0.041727009638043,0.218383333333333,0.0872349891576386
"Ku,Pk,Td,Zb","Sc8",0.647433333333333,0.00872386573333943,0.208316666666667,0.0351774193671641
"Ku,Pk,Sp,Td,Zb","Sc8",0.67895,0.0246539550579617,0.16815,0.0450195235425698
"Ku,Pk,Td,Wa,Zb","Sc8",0.55635,0.044342784080389,0.239416666666667,0.0654842792839116
"Ap,Td,Wa,Zb","Sc8",0.6956,0.0191799374347259,0.2399,0.0377362889007386
"Hop,Td,Wa,Zb","Sc8",0.5756,0.00316109158361474,0.2754,0.010089226927768
"Ku,Td,Wa,Zb","Sc8",0.69045,0.0285859668368939,0.22225,0.0488796225435508
"Lt,Td,Wa,Zb","Sc8",0.930033333333333,0.00625106657565996,0.0185333333333334,0.0169514257020858
"Mp,Td,Wa,Zb","Sc8",0.60925,0.0244130600294187,0.26975,0.052604467490889
"Pk,Td,Wa,Zb","Sc8",0.60135,0.0154910458007198,0.237183333333333,0.0424683803945162
"Td,Wa,Zb","Sc8",0.68805,0.0237419460028027,0.254466666666667,0.0197981270157894
"Sp,Td,Wa,Zb","Sc8",0.782933333333333,0.00936780835272221,0.164533333333333,0.0278240154063595
"Ap,Lt,Mp,Pk,Wa","Sc8",0.686766666666667,0.00983950371377203,0.148716666666667,0.0322098716752074
"Hop,Lt,Mp,Pk,Wa","Sc8",0.572333333333333,0.0113769870059402,0.2406,0.0344448472198673
"Ku,Lt,Mp,Pk,Wa","Sc8",0.682533333333333,0.00946048800714497,0.1505,0.0398870593049926
"Lt,Mp,Pk,Wa","Sc8",0.721516666666667,0.0116084380229784,0.169983333333333,0.00209304403521133
"Lt,Mp,Pk,Sp,Wa","Sc8",0.774966666666667,0.00523505810219267,0.116383333333333,0.0251680518382598
"Lt,Mp,Pk,Td,Wa","Sc8",0.715516666666667,0.015860748195887,0.0970333333333333,0.0309184545754365
"Lt,Mp,Pk,Wa,Zb","Sc8",0.682233333333333,0.00917828052160829,0.2104,0.020397855279416
"Ap,Hop,Ku,Mp,Td,Wa","Sc8",0.316366666666667,0.0554276405174651,0.462166666666667,0.00913103681590063
"Ap,Hop,Lt,Mp,Td,Wa","Sc8",0.519266666666667,0.0394946937364165,0.324533333333333,0.0551432755042113
"Ap,Hop,Mp,Pk,Td,Wa","Sc8",0.459966666666667,0.0230838868766361,0.273483333333333,0.0444973126529381
"Ap,Hop,Mp,Td,Wa","Sc8",0.435566666666667,0.0293014646960409,0.419383333333333,0.0118901569936369
"Ap,Hop,Mp,Sp,Td,Wa","Sc8",0.586033333333333,0.0111497010423299,0.2647,0.0380026643802773
"Ap,Hop,Mp,Td,Wa,Zb","Sc8",0.47175,0.0446372322170629,0.368883333333333,0.0127389494595643
"Sc5","Sc8",0.941972222222222,0.0120023989309387,0.0123944444444444,0.0124781756550826
"Ap","Sc8",0.344983333333333,0.0258364245462358,0.609866666666667,0.0257068246450886
"Hop","Sc8",0.414283333333333,0.167803280162616,0.489266666666667,0.146155793020097
"Ku","Sc8",0.521916666666667,0.118528945128746,0.432816666666667,0.118414339644037
"Lt","Sc8",0.95405,0.000867467578644874,-0.01655,0.0228562354730606
"Mp","Sc8",0.343833333333333,0.125660428669225,0.546316666666667,0.129049857936122
"Pk","Sc8",0.27805,0.0306466556087284,0.317566666666667,0.063948755526072
"Sp","Sc8",0.952666666666667,0.000453688586293823,0.00133333333333341,0.000317542648054259
"Td","Sc8",0.839533333333333,0.0222884686179499,0.108866666666667,0.0198865741980195
"Wa","Sc8",0.292616666666667,0.00775650264831602,0.6585,0.00626478251817258
"Zb","Sc8",0.448016666666667,0.0398236843264575,0.5048,0.0374844301010433
"Hop,Lt,Td,Zb","Sp",0.923616666666667,0.0226872394383568,0.00825000000000005,0.0446318552157537
"Hop,Lt,Sc5,Td,Zb","Sp",0.936483333333333,0.0262712929513059,0.0104833333333334,0.0110871923106499
"Hop,Lt,Sc8,Td,Zb","Sp",0.92845,0.00697262504369771,0.0182666666666666,0.0127013122681609
"Ap,Hop,Mp,Zb","Sp",0.344816666666667,0.00926800050352467,0.20925,0.0292169792244168
"Ap,Hop,Mp,Sc5,Zb","Sp",0.845783333333333,0.0163571340195443,0.0294166666666668,0.00615276022069225
"Ap,Hop,Mp,Sc8,Zb","Sp",0.899416666666667,0.00498556248916139,0.02375,0.012397277927029
"Ap,Hop,Ku,Lt","Sp",0.762516666666667,0.0435666252231376,0.0253499999999999,0.0341258333231585
"Ap,Hop,Ku,Lt,Sc5","Sp",0.913516666666667,0.028026341775789,-0.00423333333333331,0.0100077886335261
"Ap,Hop,Ku,Lt,Sc8","Sp",0.902733333333333,0.0119754262276269,0.00461666666666668,0.0172308831269129
"Ku,Lt","Sp",0.720066666666667,0.0404000412541043,0.200466666666667,0.0247973956965914
"Ap,Td,Wa,Zb","Sp",0.6956,0.0191799374347259,0.0568666666666667,0.0249446554061854
"Ap,Sc5,Td,Wa,Zb","Sp",0.910366666666667,0.0115438656148334,0.0492166666666666,0.0110654115754153
"Ap,Sc8,Td,Wa,Zb","Sp",0.9355,0.0188513262132934,0.0246666666666667,0.0199790723842059
"Ku,Lt,Mp,Pk,Td","Sp",0.765916666666667,0.00172143351115669,-0.01215,0.0228237266895658
"Ku,Lt,Mp,Pk,Sc5,Td","Sp",0.864833333333333,0.0401698373575663,-0.04615,0.0267827836492027
"Ku,Lt,Mp,Pk,Sc8,Td","Sp",0.842816666666667,0.0152238573736532,-0.00920000000000006,0.0192819215847384
"Ku,Lt,Pk,Wa,Zb","Sp",0.8834,0.00805543294925851,-0.0143499999999999,0.00973819798525359
"Ku,Lt,Pk,Sc5,Wa,Zb","Sp",0.935383333333333,0.020184172842436,-0.0221333333333333,0.0149492753447561
"Ku,Lt,Pk,Sc8,Wa,Zb","Sp",0.922733333333333,0.0240883962382998,-0.0159666666666667,0.0189230899520489
"Ku,Pk,Td,Zb","Sp",0.647433333333333,0.00872386573333943,0.0315166666666666,0.0160648944389103
"Ku,Pk,Sc5,Td,Zb","Sp",0.893333333333333,0.0312104683292855,-0.03295,0.0199129982674634
"Ku,Pk,Sc8,Td,Zb","Sp",0.85575,0.0265173528090569,-0.00865000000000001,0.0056539808984467
"Td,Wa,Zb","Sp",0.68805,0.0237419460028027,0.0948833333333333,0.0288263045382742
"Sc5,Td,Wa,Zb","Sp",0.947333333333333,0.00759939690589549,0.00344999999999995,0.00190197266016098
"Sc8,Td,Wa,Zb","Sp",0.942516666666667,0.018657594521624,0.00494999999999994,0.000626498204307183
"Lt,Mp,Pk,Wa","Sp",0.721516666666667,0.0116084380229784,0.05345,0.0163190839203675
"Lt,Mp,Pk,Sc5,Wa","Sp",0.896216666666667,0.0287429266661092,-0.00460000000000005,0.0264003314373134
"Lt,Mp,Pk,Sc8,Wa","Sp",0.8915,0.0136445043882143,-0.000150000000000058,0.0161847922445733
"Ap,Hop,Mp,Td,Wa","Sp",0.435566666666667,0.0293014646960409,0.150466666666667,0.0344144712778409
"Ap,Hop,Mp,Sc5,Td,Wa","Sp",0.808666666666667,0.0193394889625691,0.0202666666666667,0.0310022714221609
"Ap,Hop,Mp,Sc8,Td,Wa","Sp",0.85495,0.0409337269253607,-0.00421666666666665,0.0174184050169163
"Hop","Sp",0.414283333333333,0.167803280162616,0.271466666666667,0.191994116663332
"Lt","Sp",0.95405,0.000867467578644874,-0.0267333333333333,0.0637828412140235
"Ap","Sp",0.344983333333333,0.0258364245462358,0.508316666666667,0.0516052888116454
"Ku","Sp",0.521916666666667,0.118528945128746,-0.16455,0.132334868798817
"Mp","Sp",0.343833333333333,0.125660428669225,0.0836166666666667,0.129168246226901
"Pk","Sp",0.27805,0.0306466556087284,0.234566666666667,0.0871133791867434
"","Sp",0,0,0.952666666666667,0.000453688586293823
"Td","Sp",0.839533333333333,0.0222884686179499,-0.172866666666667,0.0234153973558711
"Wa","Sp",0.292616666666667,0.00775650264831602,0.690566666666667,0.0298339711291228
"Zb","Sp",0.448016666666667,0.0398236843264575,0.402466666666667,0.0848386164039309
"Sc5","Sp",0.941972222222222,0.0120023989309387,0.0122944444444444,0.0119055233117304
"Sc8","Sp",0.947708823529412,0.00817225928365637,0.0062911764705883,0.00808795935358173
"Ap,Pk,Sp,Zb","Td",0.40655,0.083902219875281,0.195933333333333,0.0777697295439127
"Ap,Pk,Sc5,Sp,Zb","Td",0.9578,0.00394239774756431,-0.00111666666666665,0.000831163842652797
"Ap,Pk,Sc8,Sp,Zb","Td",0.954866666666667,0.000548482755730148,-0.0816333333333334,0.00348006225997952
"Ap,Lt,Sp,Wa","Td",0.958516666666667,0.0046022639356444,-0.0321583333333333,0.00928575297610983
"Ap,Lt,Sc5,Sp,Wa","Td",0.94985,0.0178485993848257,0.00587500000000007,0.0098563748406805
"Ap,Lt,Sc8,Sp,Wa","Td",0.958116666666667,0.0046627066531504,-0.01955,0.00580403954156061
"Ap,Mp,Sp,Zb","Td",0.535833333333333,0.0526564415179505,0.102916666666667,0.0386846330386284
"Ap,Mp,Sc5,Sp,Zb","Td",0.92475,0.0290017671875353,-0.00300000000000004,0.00740455940620374
"Ap,Mp,Sc8,Sp,Zb","Td",0.937666666666667,0.0172016229854433,-0.0595,0.00280757902827332
"Ap,Hop,Ku,Lt","Td",0.762516666666667,0.0435666252231376,0.0473499999999999,0.0251109040060289
"Ap,Hop,Ku,Lt,Sc5","Td",0.913516666666667,0.028026341775789,-0.0119666666666666,0.0133341978886371
"Ap,Hop,Ku,Lt,Sc8","Td",0.902733333333333,0.0119754262276269,-0.033,0.0122269170276077
"Ap,Mp,Pk,Sp","Td",0.413333333333333,0.0447209775534182,0.160966666666667,0.0183981203750093
"Ap,Mp,Pk,Sc5,Sp","Td",0.840633333333333,0.0142023178859414,-0.0399333333333333,0.0193478896351342
"Ap,Mp,Pk,Sc8,Sp","Td",0.847916666666667,0.0127555216801719,-0.0492500000000001,0.0127828987322907
"Hop,Pk,Sp,Wa,Zb","Td",0.71805,0.0275363396260287,0.0347833333333334,0.015610920323073
"Hop,Pk,Sc5,Sp,Wa,Zb","Td",0.81875,0.0291098351077432,-0.0255833333333333,0.0153933697848565
"Hop,Pk,Sc8,Sp,Wa,Zb","Td",0.847933333333333,0.00933505936421049,-0.0263833333333333,0.00243378991150297
"Ku,Lt,Sp","Td",0.920533333333333,0.0225671405661713,0.02485,0.0264822582118671
"Ku,Lt,Sc5,Sp","Td",0.915733333333333,0.0377828113476662,-0.0278833333333334,0.00510253205118131
"Ku,Lt,Sc8,Sp","Td",0.943316666666667,0.0143001165496417,-0.00668333333333326,0.00479643965179735
"Ap,Hop,Mp,Zb","Td",0.344816666666667,0.00926800050352467,0.1917,0.00457137834793845
"Ap,Hop,Mp,Sc5,Zb","Td",0.845783333333333,0.0163571340195443,-0.0661333333333333,0.0191349375053418
"Ap,Hop,Mp,Sc8,Zb","Td",0.899416666666667,0.00498556248916139,-0.0543166666666667,0.00771950991535958
"Ku,Lt,Mp,Pk,Wa","Td",0.682533333333333,0.00946048800714497,-0.00573333333333329,0.0257589951926183
"Ku,Lt,Mp,Pk,Sc5,Wa","Td",0.799533333333333,0.0180309687297531,-0.02115,0.00875799634619702
"Ku,Lt,Mp,Pk,Sc8,Wa","Td",0.833033333333333,0.0456343437920754,-0.0330500000000001,0.058102947429541
"Ku,Lt,Pk,Wa,Zb","Td",0.8834,0.00805543294925851,-0.0461833333333333,0.0168684122943841
"Ku,Lt,Pk,Sc5,Wa,Zb","Td",0.935383333333333,0.020184172842436,-0.104233333333333,0.0253709643753116
"Ku,Lt,Pk,Sc8,Wa,Zb","Td",0.922733333333333,0.0240883962382998,-0.07805,0.0125574678976297
"Wa,Zb","Td",0.289216666666667,0.0262762884238496,0.398833333333333,0.0459613243209259
"Lt,Mp,Pk,Wa","Td",0.721516666666667,0.0116084380229784,-0.00600000000000001,0.0130739244299484
"Lt,Mp,Pk,Sc5,Wa","Td",0.896216666666667,0.0287429266661092,-0.0883333333333333,0.0108800658698986
"Lt,Mp,Pk,Sc8,Wa","Td",0.8915,0.0136445043882143,-0.07895,0.0327835324515221
"Ap,Hop,Mp,Wa,Zb","Td",0.344033333333333,0.0427156392125101,0.127716666666667,0.0835811631489616
"Ap,Hop,Mp,Sc5,Wa,Zb","Td",0.741416666666667,0.0265183584207871,0.0371166666666667,0.0127430700121019
"Ap,Hop,Mp,Sc8,Wa,Zb","Td",0.823133333333333,0.009052255704151,0.0175,0.0509536799456133
"Ap","Td",0.344983333333333,0.0258364245462358,0.122016666666667,0.106692142790992
"Hop","Td",0.414283333333333,0.167803280162616,0.29415,0.138192727739198
"Ku","Td",0.521916666666667,0.118528945128746,-0.0192833333333333,0.0938384294057256
"Lt","Td",0.95405,0.000867467578644874,-0.07505,0.0161455876325391
"Mp","Td",0.343833333333333,0.125660428669225,0.208283333333333,0.150302797157383
"Sp","Td",0.952666666666667,0.000453688586293823,-0.286,0.0363626525435096
"Pk","Td",0.27805,0.0306466556087284,0.125983333333333,0.116955144535558
"","Td",0,0,0.839533333333333,0.0222884686179499
"Wa","Td",0.292616666666667,0.00775650264831602,0.0892666666666667,0.0527009566643086
"Zb","Td",0.448016666666667,0.0398236843264575,0.152316666666667,0.10473419132897
"Sc5","Td",0.941972222222222,0.0120023989309387,0.00892777777777779,0.0165532868514864
"Sc8","Td",0.947708823529412,0.00817225928365637,0.000691176470588288,0.00407347207434693
"Ap,Pk,Sp,Zb","Wa",0.40655,0.083902219875281,0.07015,0.0715712756627965
"Ap,Pk,Sc5,Sp,Zb","Wa",0.9578,0.00394239774756431,3.33333333332927e-05,0.00140029758741964
"Ap,Pk,Sc8,Sp,Zb","Wa",0.954866666666667,0.000548482755730148,-0.00356666666666664,0.00424745021552144
"Ap,Ku,Lt,Sp","Wa",0.871433333333333,0.0419163552009634,0.06205,0.0585696380388337
"Ap,Ku,Lt,Sc5,Sp","Wa",0.831883333333333,0.00637501633984836,0.12215,0.00684233147399336
"Ap,Ku,Lt,Sc8,Sp","Wa",0.9364,0.0138813724105364,0.0133333333333333,0.0140607906368501
"Hop,Lt,Td,Zb","Wa",0.923616666666667,0.0226872394383568,-0.144416666666667,0.0501973687889449
"Hop,Lt,Sc5,Td,Zb","Wa",0.936483333333333,0.0262712929513059,0.00621666666666669,0.00827017734594208
"Hop,Lt,Sc8,Td,Zb","Wa",0.92845,0.00697262504369771,-0.0290500000000001,0.0154622120021684
"Ap,Mp,Sp,Zb","Wa",0.535833333333333,0.0526564415179505,0.107266666666667,0.071303161453987
"Ap,Mp,Sc5,Sp,Zb","Wa",0.92475,0.0290017671875353,0.00838333333333333,0.00163579746097527
"Ap,Mp,Sc8,Sp,Zb","Wa",0.937666666666667,0.0172016229854433,0.00745000000000003,0.0109050447041724
"Ap,Hop,Ku,Lt","Wa",0.762516666666667,0.0435666252231376,-0.0561500000000001,0.0559413085295652
"Ap,Hop,Ku,Lt,Sc5","Wa",0.913516666666667,0.028026341775789,-0.10655,0.0245110179307185
"Ap,Hop,Ku,Lt,Sc8","Wa",0.902733333333333,0.0119754262276269,-0.0356666666666666,0.0206321553244767
"Ap,Mp,Pk,Sp","Wa",0.413333333333333,0.0447209775534182,0.0429166666666667,0.0342213870749467
"Ap,Mp,Pk,Sc5,Sp","Wa",0.840633333333333,0.0142023178859414,-0.0720833333333333,0.0556094940934849
"Ap,Mp,Pk,Sc8,Sp","Wa",0.847916666666667,0.0127555216801719,0.00204999999999996,0.0252348469383114
"Ap,Hop,Pk,Sp,Zb","Wa",0.827166666666667,0.113596405459563,-0.108416666666667,0.118904765814215
"Ap,Hop,Pk,Sc5,Sp,Zb","Wa",0.957466666666667,0.00431923990226673,-0.215333333333333,0.0246456047467563
"Ap,Hop,Pk,Sc8,Sp,Zb","Wa",0.957283333333333,0.00304808683165904,-0.162816666666667,0.0116157579749809
"Ku,Lt,Sp","Wa",0.920533333333333,0.0225671405661713,0.0211833333333334,0.0295525943587587
"Ku,Lt,Sc5,Sp","Wa",0.915733333333333,0.0377828113476662,-0.00354999999999998,0.0017691806012955
"Ku,Lt,Sc8,Sp","Wa",0.943316666666667,0.0143001165496417,-0.00570000000000008,0.00594411473644312
"Ap,Hop,Mp,Zb","Wa",0.344816666666667,0.00926800050352467,-0.000783333333333358,0.0507697088167082
"Ap,Hop,Mp,Sc5,Zb","Wa",0.845783333333333,0.0163571340195443,-0.104366666666667,0.0424553981648191
"Ap,Hop,Mp,Sc8,Zb","Wa",0.899416666666667,0.00498556248916139,-0.0762833333333334,0.00734988662044081
"Ku,Lt,Mp,Pk,Td","Wa",0.765916666666667,0.00172143351115669,-0.0891166666666666,0.0237158877829469
"Ku,Lt,Mp,Pk,Sc5,Td","Wa",0.864833333333333,0.0401698373575663,-0.08645,0.029790057066075
"Ku,Lt,Mp,Pk,Sc8,Td","Wa",0.842816666666667,0.0152238573736532,-0.0428333333333334,0.0275904119819428
"Ku,Lt,Pk,Td,Zb","Wa",0.748883333333333,0.0163594264365636,0.0883333333333334,0.0230128406185185
"Ku,Lt,Pk,Sc5,Td,Zb","Wa",0.908633333333333,0.021144877236185,-0.0774833333333334,0.0331937243064609
"Ku,Lt,Pk,Sc8,Td,Zb","Wa",0.919666666666667,0.0236075376380794,-0.0749833333333332,0.00765397500213664
"Ku,Pk,Td,Zb","Wa",0.647433333333333,0.00872386573333943,-0.0910833333333334,0.0356689757819499
"Ku,Pk,Sc5,Td,Zb","Wa",0.893333333333333,0.0312104683292855,-0.0960833333333333,0.0194315679586937
"Ku,Pk,Sc8,Td,Zb","Wa",0.85575,0.0265173528090569,-0.0599833333333334,0.0131073770577234
"Td,Zb","Wa",0.600333333333333,0.0698970910219684,0.0877166666666667,0.0933875973207006
"Ap,Hop,Mp,Td,Zb","Wa",0.536516666666667,0.00508363387089717,-0.0647666666666667,0.0397286525486749
"Ap,Hop,Mp,Sc5,Td,Zb","Wa",0.77965,0.0348268574522594,-0.00111666666666669,0.0540763888710529
"Ap,Hop,Mp,Sc8,Td,Zb","Wa",0.8451,0.0105656282349892,-0.00446666666666666,0.0491544843664678
"Hop","Wa",0.414283333333333,0.167803280162616,-0.146466666666667,0.227973448746413
"Lt","Wa",0.95405,0.000867467578644874,-0.00689999999999998,0.0412934316810798
"Ap","Wa",0.344983333333333,0.0258364245462358,-0.181583333333333,0.0272825188231097
"Ku","Wa",0.521916666666667,0.118528945128746,-0.2102,0.109240697544459
"Mp","Wa",0.343833333333333,0.125660428669225,-0.209733333333333,0.142602807943369
"Pk","Wa",0.27805,0.0306466556087284,-0.13405,0.0478772127425981
"Sp","Wa",0.952666666666667,0.000453688586293823,0.0305166666666667,0.0292891760439472
"Td","Wa",0.839533333333333,0.0222884686179499,-0.45765,0.0592962688539507
"","Wa",0,0,0.292616666666667,0.00775650264831602
"Zb","Wa",0.448016666666667,0.0398236843264575,-0.1588,0.0651303116835779
"Sc5","Wa",0.941972222222222,0.0120023989309387,-0.00545555555555555,0.0141630392714484
"Sc8","Wa",0.947708823529412,0.00817225928365637,0.00340784313725491,0.00574592253000997
"Ap,Mp,Pk,Sp","Zb",0.413333333333333,0.0447209775534182,0.0498611111111111,0.0221782822532248
"Ap,Mp,Pk,Sc5,Sp","Zb",0.840633333333333,0.0142023178859414,0.0335722222222222,0.0163029678052574
"Ap,Mp,Pk,Sc8,Sp","Zb",0.847916666666667,0.0127555216801719,-0.00956666666666669,0.0147416737328041
"Ap,Lt,Sp,Wa","Zb",0.958516666666667,0.0046022639356444,-0.000133333333333356,0.000665832811847805
"Ap,Lt,Sc5,Sp,Wa","Zb",0.94985,0.0178485993848257,0.00835,0.0159361224894891
"Ap,Lt,Sc8,Sp,Wa","Zb",0.958116666666667,0.0046627066531504,0.000450000000000024,0.00226053091109149
"Ap,Hop,Ku,Lt","Zb",0.762516666666667,0.0435666252231376,0.127183333333333,0.0532579180341603
"Ap,Hop,Ku,Lt,Sc5","Zb",0.913516666666667,0.028026341775789,0.00816666666666669,0.00645219600859534
"Ap,Hop,Ku,Lt,Sc8","Zb",0.902733333333333,0.0119754262276269,0.0413833333333333,0.00693439495077497
"Ku,Lt,Sp","Zb",0.920533333333333,0.0225671405661713,0.000916666666666677,0.0299166063137739
"Ku,Lt,Sc5,Sp","Zb",0.915733333333333,0.0377828113476662,-0.00421666666666665,0.00362847534555951
"Ku,Lt,Sc8,Sp","Zb",0.943316666666667,0.0143001165496417,-0.00631666666666664,0.00649814075973536
"Ap,Sp,Td,Wa","Zb",0.698416666666667,0.025194460369957,0.05405,0.028479466287134
"Ap,Sc5,Sp,Td,Wa","Zb",0.9604,0.00144222051018562,-0.000816666666666725,0.000897682200633042
"Ap,Sc8,Sp,Td,Wa","Zb",0.960416666666667,0.00144597141511623,-0.000250000000000009,0.000360555127546298
"Ku,Lt,Mp,Pk,Td","Zb",0.765916666666667,0.00172143351115669,-0.0338166666666666,0.00952816001824767
"Ku,Lt,Mp,Pk,Sc5,Td","Zb",0.864833333333333,0.0401698373575663,-0.0305333333333333,0.0364963810991355
"Ku,Lt,Mp,Pk,Sc8,Td","Zb",0.842816666666667,0.0152238573736532,0.0183166666666667,0.00302338110950859
"Ku,Lt,Mp,Pk,Wa","Zb",0.682533333333333,0.00946048800714497,0.0336833333333334,0.0183147709058382
"Ku,Lt,Mp,Pk,Sc5,Wa","Zb",0.799533333333333,0.0180309687297531,0.0206333333333333,0.0210227456183377
"Ku,Lt,Mp,Pk,Sc8,Wa","Zb",0.833033333333333,0.0456343437920754,-0.00963333333333331,0.0178426688960293
"Td,Wa","Zb",0.381883333333333,0.0566800743942113,0.306166666666667,0.0364265127802997
"Lt,Mp,Pk,Wa","Zb",0.721516666666667,0.0116084380229784,-0.0392833333333334,0.00340085773494462
"Lt,Mp,Pk,Sc5,Wa","Zb",0.896216666666667,0.0287429266661092,-0.0199666666666666,0.0392502653918841
"Lt,Mp,Pk,Sc8,Wa","Zb",0.8915,0.0136445043882143,0.00113333333333336,0.0203131320414488
"Ap,Hop,Mp,Td,Wa","Zb",0.435566666666667,0.0293014646960409,0.0361833333333333,0.018151606907746
"Ap,Hop,Mp,Sc5,Td,Wa","Zb",0.808666666666667,0.0193394889625691,-0.0301333333333333,0.0378310828992951
"Ap,Hop,Mp,Sc8,Td,Wa","Zb",0.85495,0.0409337269253607,-0.0143166666666666,0.00971240615570277
"Hop","Zb",0.414283333333333,0.167803280162616,0.1832,0.194809682767567
"Lt","Zb",0.95405,0.000867467578644874,0.02065,0.000867467578644874
"Ap","Zb",0.344983333333333,0.0258364245462358,0.00345000000000001,0.0357544053229808
"Ku","Zb",0.521916666666667,0.118528945128746,0.0835666666666667,0.113826955653454
"Mp","Zb",0.343833333333333,0.125660428669225,-0.0511166666666667,0.144908249707645
"Pk","Zb",0.27805,0.0306466556087284,-0.011,0.0485912286323365
"Sp","Zb",0.952666666666667,0.000453688586293823,-0.102183333333333,0.0555005030007236
"Td","Zb",0.839533333333333,0.0222884686179499,-0.2392,0.0619380133682055
"Wa","Zb",0.292616666666667,0.00775650264831602,-0.0034,0.0330137849996028
"","Zb",0,0,0.448016666666667,0.0398236843264575
"Sc5","Zb",0.941972222222222,0.0120023989309387,0.0124111111111111,0.0121638688039787
"Sc8","Zb",0.947708823529412,0.00817225928365637,0.00510784313725495,0.00596615768192414
